"diffSecs","level","azimuth.mean","azimuth.absolute.deviation","azimuth.standard.deviation","azimuth.max.deviation","pitch.mean","pitch.absolute.deviation","pitch.standard.deviation","pitch.max.deviation","roll.mean","roll.absolute.deviation","roll.standard.deviation","roll.max.deviation","time"
2.76700019836426,13,27.0461540222168,0.211834087967873,0.249970048666,0.453845828771591,-17.1615390777588,0.299408376216888,0.358497828245163,0.661538779735565,-48.1538467407227,0.411834448575974,0.446551650762558,0.746154487133026,2012-01-22 08:00:02
0.424999952316284,99,26.9595966339111,0.466605424880981,0.52337658405304,1.04040372371674,-16.9484844207764,0.285583108663559,0.342115670442581,0.748484492301941,-48.3414154052734,0.534210801124573,0.611342251300812,1.35858595371246,2012-01-22 08:00:03
1.01399993896484,66,26.8090915679932,0.31239652633667,0.410737454891205,0.909091711044312,-17.0848484039307,0.261248856782913,0.312973171472549,0.684849262237549,-48.0833320617676,0.321212232112885,0.404738306999207,1.11666679382324,2012-01-22 08:00:04
1.0090000629425,38,26.6421051025391,0.51578950881958,0.62560772895813,1.15789544582367,-16.831579208374,0.291412681341171,0.328557759523392,0.531578242778778,-47.9447364807129,0.412603884935379,0.492948949337006,1.15526473522186,2012-01-22 08:00:05
1.12999987602234,44,27.0363636016846,0.486776888370514,0.625986754894257,1.86363565921783,-16.97727394104,0.274793475866318,0.316847920417786,0.677271962165833,-47.9227294921875,0.342561811208725,0.40275377035141,0.877271056175232,2012-01-22 08:00:06
1.08800005912781,33,27.4454555511475,0.400551050901413,0.466509342193604,0.95454478263855,-16.6393947601318,0.228466600179672,0.263932257890701,0.460606098175049,-48.6909103393555,0.530027568340302,0.618582963943481,1.20909178256989,2012-01-22 08:00:07
1.25399994850159,44,27.7227268218994,0.272313922643661,0.346320629119873,0.822728097438812,-16.5500011444092,0.161363869905472,0.199431121349335,0.549999952316284,-48.9113655090332,0.42045471072197,0.486740738153458,0.911364495754242,2012-01-22 08:00:08
1.00200009346008,50,27.3600006103516,0.433599859476089,0.562494456768036,1.74000000953674,-16.4740009307861,0.177120000123978,0.212424129247665,0.425999194383621,-48.4200019836426,0.469600051641464,0.55172461271286,1.27999997138977,2012-01-22 08:00:09
1.00799989700317,50,26.4980010986328,0.51448005437851,0.605471730232239,1.0980007648468,-17.0780010223389,0.235279992222786,0.28163081407547,0.77799928188324,-48.0499992370605,0.344000041484833,0.420594811439514,1.05000185966492,2012-01-22 08:00:10
1.00200009346008,37,25.7675685882568,0.307377576828003,0.379226833581924,0.932432770729065,-17.3891887664795,0.111906088888645,0.15558734536171,0.489189773797989,-47.7189178466797,0.120817273855209,0.179846107959747,0.681081831455231,2012-01-22 08:00:11
1.00999999046326,48,25.997917175293,0.268663197755814,0.342472404241562,0.702083766460419,-17.497917175293,0.0943577438592911,0.124982766807079,0.302084296941757,-47.4854164123535,0.159201309084892,0.204113557934761,0.514582574367523,2012-01-22 08:00:12
1.01399993896484,32,26.0843753814697,0.262695610523224,0.344700574874878,0.915624678134918,-17.2250003814697,0.167187392711639,0.220793947577477,0.725000321865082,-47.7750015258789,0.159374669194221,0.20463365316391,0.424999833106995,2012-01-22 08:00:13
1.0090000629425,43,26.6674423217773,0.123201943933964,0.158071205019951,0.432558059692383,-17.3255805969238,0.127203464508057,0.149561941623688,0.3255814909935,-47.7953491210938,0.149377346038818,0.205678761005402,0.604651808738708,2012-01-22 08:00:14
1.10999989509583,40,26.5625,0.118750259280205,0.151141658425331,0.437499761581421,-17.2275009155273,0.161124914884567,0.199984222650528,0.427499294281006,-47.8899993896484,0.121500417590141,0.154596403241158,0.510001003742218,2012-01-22 08:00:15
1.01700019836426,39,26.6538467407227,0.180670663714409,0.212248101830482,0.353845357894897,-17.3179492950439,0.138724118471146,0.164662331342697,0.417949229478836,-47.9358978271484,0.179355710744858,0.243360280990601,0.764102637767792,2012-01-22 08:00:16
1.0239999294281,40,26.8199996948242,0.178999707102776,0.217025265097618,0.579999208450317,-17.2325000762939,0.13250008225441,0.173763498663902,0.53249979019165,-47.9249992370605,0.245000004768372,0.324615120887756,0.975001215934753,2012-01-22 08:00:17
1.04500007629395,40,26.6674995422363,0.132500171661377,0.17086187005043,0.532500445842743,-17.2875003814697,0.118749894201756,0.146947950124741,0.312499910593033,-47.8925018310547,0.167125359177589,0.23705205321312,0.9074986577034,2012-01-22 08:00:18
1.0019998550415,33,26.5818195343018,0.149311378598213,0.184972569346428,0.381817847490311,-17.1060600280762,0.153168261051178,0.175705507397652,0.293938905000687,-47.7757568359375,0.171900406479836,0.230979517102242,0.724241673946381,2012-01-22 08:00:19
1.01500010490417,38,26.8289470672607,0.294459760189056,0.349366307258606,0.771052718162537,-17.1184215545654,0.312603890895844,0.390583217144012,0.81842041015625,-48.0973701477051,0.359418392181396,0.467629462480545,1.20263051986694,2012-01-22 08:00:20
1.00600004196167,40,26.685001373291,0.108000218868256,0.13332299888134,0.314999520778656,-17.4200000762939,0.12200003862381,0.151986733078957,0.319999784231186,-47.7374992370605,0.11499946564436,0.157618746161461,0.562498688697815,2012-01-22 08:00:21
1.01199984550476,40,26.8575000762939,0.223249807953835,0.265412420034409,0.542499184608459,-17.3175010681152,0.103374443948269,0.141222178936005,0.417500674724579,-47.7799987792969,0.175999358296394,0.242074176669121,0.820001780986786,2012-01-22 08:00:22
1.00300002098083,40,27.0149993896484,0.142250150442123,0.186480537056923,0.484999716281891,-17.1750011444092,0.130000203847885,0.159295380115509,0.374999284744263,-47.9799995422363,0.277999997138977,0.346554309129715,0.819998562335968,2012-01-22 08:00:23
1.00699996948242,41,26.7243900299072,0.146936520934105,0.174999043345451,0.375609666109085,-17.0634155273438,0.187388449907303,0.226054131984711,0.436584889888763,-47.9219512939453,0.115645602345467,0.161566272377968,0.678050696849823,2012-01-22 08:00:24
1.01500010490417,40,26.7625007629395,0.14062488079071,0.165359348058701,0.437500387430191,-17.2849998474121,0.144499853253365,0.173996895551682,0.484999090433121,-47.9550018310547,0.193250298500061,0.247941970825195,0.645001590251923,2012-01-22 08:00:25
1.01699995994568,39,26.6666679382324,0.200000360608101,0.245297908782959,0.633334040641785,-17.2051296234131,0.0783696323633194,0.113111600279808,0.405127793550491,-47.9564094543457,0.14569365978241,0.197152882814407,0.643591284751892,2012-01-22 08:00:27
1.00200009346008,39,26.9025650024414,0.198159173130989,0.250627189874649,0.502564966678619,-17.1256408691406,0.109665013849735,0.137221723794937,0.325640350580215,-48.1589736938477,0.234582230448723,0.280766129493713,0.64102429151535,2012-01-22 08:00:28
1.00099992752075,37,26.9675674438477,0.13966391980648,0.161168068647385,0.332433074712753,-17.2081089019775,0.138495340943336,0.166649714112282,0.308108866214752,-48.0027046203613,0.268225461244583,0.335701644420624,0.697297096252441,2012-01-22 08:00:29
1.00499987602234,38,26.7868423461914,0.143351793289185,0.245132580399513,1.21315729618073,-17.0157890319824,0.212465643882751,0.261097460985184,0.615790367126465,-47.771053314209,0.162880524992943,0.258444666862488,0.828949272632599,2012-01-22 08:00:30
